Target,Mail
ham,"['send', 'ur', 'birthdate', 'month', 'year', 'tel', 'u', 'ur', 'life', 'partner', 'name', 'method', 'calculation', 'reply', 'must']"
ham,"['juz', 'havent', 'woke', 'bit', 'blur', 'blur', 'dad', 'went', 'liao', 'cant', 'cum', 'oso']"
ham,"['clothes', 'jewelry', 'trip']"
spam,"['block', 'breaker', 'come', 'deluxe', 'format', 'new', 'feature', 'great', 'graphic', 'tmobile', 'buy', 'replying', 'get', 'bbdeluxe', 'take', 'challenge']"
ham,"['aah', 'cuddle', 'would', 'lush', 'id', 'need', 'lot', 'tea', 'soup', 'kind', 'fumbling']"
spam,"['important', 'information', 'orange', 'user', 'today', 'lucky', 'dayfind', 'log', 'onto', 'httpwwwurawinnercom', 'fantastic', 'surprise', 'awaiting']"
ham,['late']
ham,"['sad', 'story', 'man', 'last', 'week', 'wa', 'bday', 'wife', 'didnt', 'wish', 'parent', 'forgot', 'n', 'kid', 'went', 'work', 'even', 'colleague', 'wish']"
ham,"['plan', 'family', 'set', 'stone']"
ham,"['pls', 'dont', 'forget', 'study']"
ham,"['youll', 'never', 'believe', 'actually', 'got', 'taunton', 'wow']"
ham,"['den', 'weekday', 'got', 'special', 'price', 'haiz', 'cant', 'eat', 'liao', 'cut', 'nail', 'oso', 'muz', 'wait', 'finish', 'drivin', 'wat', 'lunch', 'still', 'muz', 'eat', 'wat']"
ham,"['broke', 'list', 'reason', 'nobody', 'town', 'cant', 'tell', 'shes', 'sarcastic', 'faggy']"
ham,"['ltdecimalgt', 'common', 'car', 'better', 'buy', 'china', 'asia', 'find', 'le', 'expensive', 'ill', 'holla']"
ham,"['greatest', 'test', 'courage', 'earth', 'bear', 'defeat', 'without', 'losing', 'heartgn', 'tc']"
ham,"['sorry', 'im', 'stil', 'fucked', 'last', 'nite', 'went', 'tobed', 'got', 'work']"
ham,"['hey', 'whats', 'plan', 'sat']"
ham,"['beauty', 'sleep', 'help', 'ur', 'pimple']"
ham,"['great', 'hope', 'using', 'connection', 'mode', 'men', 'also', 'co', 'never', 'know', 'old', 'friend', 'lead', 'today']"
spam,"['natalja', 'f', 'inviting', 'friend', 'reply', 'yes', 'see', 'wwwsmsacunat', 'stop', 'send', 'stop', 'frnd']"
ham,['get']
ham,"['kind', 'missed', 'train', 'co', 'asthma', 'attack', 'nxt', 'one', 'half', 'hr', 'driving', 'sure', 'park']"
ham,"['ball', 'moving', 'lotwill', 'spin', 'last', 'difficult', 'bat']"
ham,"['haiyoh', 'maybe', 'hamster', 'wa', 'jealous', 'million']"
ham,"['please', 'send', 'aunty', 'number']"
ham,"['im', 'glad', 'following', 'dream']"
ham,"['ive', 'reached', 'home', 'finally']"
spam,"['urgent', 'important', 'information', 'user', 'today', 'lucky', 'day', 'find', 'log', 'onto', 'httpwwwurawinnercom', 'fantastic', 'surprise', 'awaiting']"
spam,"['winner', 'valued', 'network', 'customer', 'selected', 'receivea', 'prize', 'reward', 'claim', 'call', 'claim', 'code', 'kl', 'valid', 'hour']"
ham,"['wn', 'u', 'r', 'hurt', 'prsn', 'close', 'u', 'fight', 'wit', 'dem', 'coz', 'somtimes', 'dis', 'fight', 'save', 'relation', 'bt', 'quiet', 'leaf', 'nothin', 'relation', 'gud', 'eveb']"
ham,"['u', 'call']"
ham,"['science', 'tell', 'chocolate', 'melt', 'sunlight', 'please', 'dont', 'walk', 'sunlight', 'bcozi', 'dont', 'want', 'loss', 'sweet', 'friend']"
ham,"['yes', 'come', 'nyc', 'audiitions', 'trying', 'relocate']"
ham,['pocked']
ham,"['congrats', 'thats', 'great', 'wanted', 'tell', 'tell', 'score', 'co', 'might', 'make', 'relax', 'motivating', 'thanks', 'sharing']"
ham,"['wud', 'never', 'mind', 'u', 'dont', 'miss', 'u', 'dont', 'need', 'u', 'wil', 'really', 'hurt', 'wen', 'u', 'need', 'amp', 'u', 'dont', 'tell', 'take', 'care']"
ham,"['hey', 'mr', 'whats', 'name', 'bill', 'brison', 'book', 'one', 'language', 'word']"
ham,"['okay', 'good', 'problem', 'thanx']"
ham,"['information', 'ikea', 'spelled', 'cap', 'yelling', 'thought', 'left', 'sitting', 'bed', 'among', 'mess', 'came', 'said', 'going', 'got', 'home', 'class', 'please', 'dont', 'try', 'bullshit', 'make', 'want', 'listen', 'le']"
ham,"['call', 'ure', 'done']"
ham,['gwr']
ham,"['best', 'watch', 'say', 'cause', 'get', 'drunk', 'motherfucker']"
spam,"['kit', 'strip', 'billed', 'p', 'netcollex', 'ltd', 'po', 'box', 'ig', 'oja']"
spam,"['hmv', 'bonus', 'special', 'pound', 'genuine', 'hmv', 'voucher', 'answer', 'easy', 'question', 'play', 'send', 'hmv', 'infowwwpercentrealcom']"
spam,"['please', 'call', 'immediately', 'urgent', 'message', 'waiting']"
spam,"['thesmszonecom', 'let', 'send', 'free', 'anonymous', 'masked', 'messagesim', 'sending', 'message', 'theredo', 'see', 'potential', 'abuse']"
spam,"['well', 'done', 'costa', 'del', 'sol', 'holiday', 'await', 'collection', 'call', 'toclaim', 'sae', 'tc', 'pobox', 'stockport', 'skxh', 'costpm', 'maxmins']"
ham,"['hurt', 'tease', 'make', 'cry', 'end', 'life', 'die', 'plz', 'keep', 'one', 'rose', 'grave', 'say', 'stupid', 'miss', 'u', 'nice', 'day', 'bslvyl']"
ham,"['erm', 'woodland', 'avenue', 'somewhere', 'get', 'parish', 'magazine', 'telephone', 'number']"
ham,"['ta', 'job', 'available', 'let', 'know', 'please', 'co', 'really', 'need', 'start', 'working']"
ham,"['aiyar', 'hard', 'type', 'u', 'later', 'free', 'tell', 'call', 'n', 'scold', 'n', 'tell', 'u']"
ham,"['yup', 'im', 'free']"
ham,"['good', 'good', 'billy', 'mate', 'gone', 'jogging', 'enjoy', 'concert']"
ham,"['yo', 'come', 'carlos', 'soon']"
ham,"['awww', 'dat', 'sweet', 'think', 'something', 'nice', 'time', 'tonight', 'ill', 'probably', 'txt', 'u', 'later', 'co', 'im', 'lonely', 'xxx']"
ham,"['guess', 'useless', 'calling', 'u', 'something', 'important']"
ham,"['ha', 'ha', 'popped', 'loo', 'helloed', 'hello']"
ham,"['dint', 'tell', 'anything', 'angry', 'told', 'abi']"
spam,"['someone', 'u', 'know', 'ha', 'asked', 'dating', 'service', 'contact', 'cant', 'guess', 'call', 'revealed', 'po', 'box', 'wu']"
ham,"['happens', 'r', 'waxsto', 'wat', 'want', 'come', 'ill', 'get', 'medical', 'insurance', 'shell', 'able', 'deliver', 'basic', 'care', 'im', 'currently', 'shopping', 'right', 'medical', 'insurance', 'give', 'til', 'friday', 'morning', 'thats', 'ill', 'see', 'major', 'person', 'guide', 'right', 'insurance']"
ham,"['keep', 'ten', 'r', 'shelf', 'buy', 'two', 'egg']"
ham,"['wasnt', 'well', 'babe', 'swollen', 'gland', 'throat', 'end']"
ham,"['ur', 'change', 'da', 'report', 'big', 'co', 'ive', 'already', 'made', 'change', 'da', 'previous', 'report']"
ham,"['captain', 'room']"
ham,"['cant', 'speak', 'bcaz', 'mobile', 'problem', 'listen', 'cannt', 'listen', 'voice', 'call', 'later']"
ham,"['hiya', 'stu', 'wot', 'u', 'im', 'much', 'truble', 'home', 'moment', 'evone', 'hate', 'even', 'u', 'wot', 'hell', 'av', 'done', 'wont', 'u', 'tell', 'text', 'bck', 'please', 'luv', 'dan']"
ham,"['si', 'take', 'mokka', 'player']"
ham,"['still', 'playing', 'gautham']"
ham,"['hey', 'mr', 'going', 'sea', 'view', 'couple', 'gay', 'mean', 'game', 'give', 'bell', 'ya', 'finish']"
ham,"['k', 'jason', 'say', 'gonna', 'around', 'ill', 'around', 'ltgt']"
ham,"['sorry', 'able', 'get', 'see', 'morning']"
ham,"['aight', 'well', 'keep', 'informed']"
ham,"['number', 'sir']"
ham,"['searching', 'good', 'dual', 'sim', 'mobile', 'pa']"
ham,"['seems', 'unnecessarily', 'hostile']"
ham,"['dude', 'got', 'haircut', 'breezy']"
spam,"['congrats', 'mobile', 'g', 'videophones', 'r', 'call', 'videochat', 'wid', 'ur', 'mate', 'play', 'java', 'game', 'dload', 'polyh', 'music', 'noline', 'rentl', 'bx', 'ip', 'pm']"
ham,"['appledayno', 'doctor', 'tulsi', 'leafdayno', 'cancer', 'lemondayno', 'fat', 'cup', 'milkdayno', 'bone', 'problms', 'litre', 'watrdayno', 'disease', 'snd', 'th', 'u', 'care']"
ham,"['thought', 'king', 'hill', 'thing']"
ham,"['nope', 'ill', 'come', 'online']"
ham,"['also', 'tell', 'said', 'happy', 'birthday']"
ham,"['bishan', 'lei', 'tot', 'say', 'lavender']"
ham,"['boo', 'time', 'u', 'get', 'u', 'supposed', 'take', 'shopping', 'today']"
ham,"['u', 'sound', 'like', 'manky', 'scouse', 'boy', 'stevelike', 'travelling', 'da', 'bus', 'homewot', 'ha', 'u', 'inmind', 'recreation', 'dis', 'eve']"
ham,"['fyi', 'im', 'taking', 'quick', 'shower', 'epsilon', 'like', 'ltgt', 'min']"
ham,"['tuesday', 'night', 'r', 'u', 'real']"
ham,"['yes', 'appt']"
ham,"['got', 'outta', 'class', 'gonna', 'go', 'gym']"
ham,"['want', 'sent', 'ltgt', 'mesages', 'today', 'thats', 'sorry', 'hurt']"
ham,"['write', 'wat']"
ham,"['ha', 'wouldnt', 'say', 'didnt', 'read', 'anything', 'way', 'u', 'seemed', 'dont', 'like', 'judgementali', 'save', 'friday', 'pub']"
ham,"['valentine', 'game', 'send', 'dis', 'msg', 'ur', 'friend', 'answer', 'r', 'someone', 'really', 'love', 'u', 'ques', 'colour', 'suit', 'best']"
ham,"['hidid', 'asked', 'waheeda', 'fathima', 'leave']"
ham,"['enjoy', 'urself', 'tmr']"
ham,"['still', 'around', 'could', 'use', 'halfth']"
spam,"['u', 'secret', 'admirer', 'looking', 'make', 'contact', 'ufind', 'rreveal', 'think', 'ur', 'specialcall']"
ham,"['give', 'u', 'back', 'id', 'proof', 'ltgt', 'r', 'wont', 'allow', 'work', 'come', 'home', 'within', 'day']"
ham,"['bot', 'note', 'oredi', 'co', 'juz', 'rem', 'got']"
ham,"['yes', 'rent', 'expensive', 'way', 'save']"
ham,"['night', 'ha', 'ended', 'another', 'day', 'morning', 'ha', 'come', 'special', 'way', 'may', 'smile', 'like', 'sunny', 'ray', 'leaf', 'worry', 'blue', 'blue', 'bay', 'gud', 'mrng']"
ham,"['hows', 'pain', 'deary', 'r', 'u', 'smiling']"
ham,"['fun', 'fact', 'although', 'would', 'think', 'armand', 'would', 'eventually', 'build', 'tolerance', 'shit', 'considering', 'much', 'smoke', 'get', 'fucked', 'like', 'hit']"
spam,"['important', 'information', 'orange', 'user', 'xxxxxxx', 'today', 'lucky', 'dayfind', 'log', 'onto', 'httpwwwurawinnercom', 'fantastic', 'surprise', 'awaiting']"
ham,"['sorry', 'cant', 'help']"
ham,"['great', 'send', 'account', 'number']"
ham,"['hellogorgeous', 'hows', 'u', 'fone', 'wa', 'charge', 'lst', 'nitw', 'wen', 'u', 'texd', 'hopeu', 'ad', 'nice', 'wkend', 'im', 'sure', 'u', 'lookin', 'ward', 'cin', 'u', 'mrw', 'luv', 'jaz']"
spam,"['dating', 'service', 'ha', 'asked', 'contact', 'u', 'someone', 'shy', 'call', 'revealed', 'pobox', 'uz', 'p']"
ham,"['send', 'content', 'page']"
ham,"['night', 'sweet', 'sleep', 'well', 'ive', 'see', 'exorcism', 'emily', 'rose', 'may', 'never', 'sleep', 'hug', 'snogs']"
ham,"['dont', 'think', 'u', 'got', 'think', 'use', 'got', 'good', 'ni']"
ham,"['cant', 'right', 'second', 'gotta', 'hit', 'people', 'first']"
ham,"['evry', 'emotion', 'dsnt', 'hav', 'wordsevry', 'wish', 'dsnt', 'hav', 'prayrs', 'u', 'smiled', 'world', 'wit', 'uothrwise', 'even', 'drop', 'tear', 'dsnt', 'lik', 'stay', 'wit', 'uso', 'b', 'happy', 'good', 'morning', 'keep', 'smiling']"
ham,['remember']
ham,"['ujhhhhhhh', 'computer', 'shipped', 'address', 'sandiago', 'parantella', 'lane', 'wtf', 'poop']"
ham,"['mm', 'yes', 'dear', 'look', 'hugging', 'p']"
ham,"['like', 'dis', 'sweater', 'fr', 'mango', 'size', 'already', 'irritating']"
ham,"['dont', 'number', 'gonna', 'massive', 'pain', 'id', 'rather', 'get', 'involved', 'thats', 'possible']"
ham,"['anytime', 'lor']"
spam,"['want', 'new', 'video', 'handset', 'time', 'network', 'min', 'unlimited', 'text', 'camcorder', 'reply', 'call', 'del', 'sat']"
ham,"['purity', 'friendship', 'two', 'smiling', 'reading', 'forwarded', 'messageits', 'smiling', 'seeing', 'name', 'gud', 'evng']"
spam,"['ur', 'balance', 'next', 'question', 'complete', 'landmark', 'big', 'bob', 'b', 'barry', 'c', 'ben', 'text', 'b', 'c', 'good', 'luck']"
ham,"['fineabsolutly', 'fine']"
ham,"['k', 'youre', 'sure', 'dont', 'consent', 'form', 'v']"
spam,"['ur', 'tonexs', 'subscription', 'ha', 'renewed', 'charged', 'choose', 'polys', 'month', 'wwwclubzedcouk', 'billing', 'msg']"
spam,"['dont', 'prize', 'go', 'another', 'customer', 'tc', 'wwwtcbiz', 'pmin', 'polo', 'ltd', 'suite', 'london', 'wj', 'hl', 'please', 'call', 'back', 'busy']"
ham,"['much', 'torch', 'ja']"
ham,"['nothing', 'u', 'dinner', 'w', 'u']"
ham,['checking']
ham,"['done', 'internet', 'connection', 'v', 'slow', 'cant', 'send', 'try', 'later', 'first', 'thing', 'tomo']"
ham,"['mathews', 'tait', 'edward', 'anderson']"
ham,"['yeah', 'sure', 'thing', 'mate', 'haunt', 'got', 'stuff', 'sorted', 'im', 'going', 'sound', 'anyway', 'promoting', 'hex', 'way', 'dont', 'know', 'number', 'joke']"
ham,"['need', 'lar', 'go', 'engin', 'co', 'si', 'art', 'today']"
ham,"['thanks', 'honey', 'still', 'havent', 'heard', 'anything', 'leave', 'bit', 'longer', 'crowd', 'try', 'later', 'great', 'advice', 'thanks', 'hope', 'cardiff', 'still']"
spam,"['want', 'new', 'nokia', 'colour', 'phone', 'delivered', 'tomorrow', 'free', 'minute', 'mobile', 'free', 'text', 'free', 'camcorder', 'reply', 'call']"
ham,"['im', 'snowboarding', 'trip', 'wa', 'wondering', 'planning', 'get', 'everyone', 'together', 'befor', 'goa', 'meet', 'greet', 'kind', 'affair', 'cheer']"
ham,"['sim', 'watching', 'live']"
ham,"['see', 'christmassy']"
ham,"['k', 'im', 'ready', 'ltgt']"
ham,"['know', 'god', 'created', 'gap', 'finger', 'one', 'made', 'come', 'amp', 'fill', 'gap', 'holding', 'hand', 'love']"
ham,"['greatest', 'test', 'courage', 'earth', 'bear', 'defeat', 'without', 'losing', 'heartgn', 'tc']"
ham,"['new', 'year', 'plan']"
spam,"['recpt', 'ordered', 'ringtone', 'order', 'processed']"
ham,"['baaaaaaaabe', 'wake', 'miss', 'crave', 'need']"
ham,"['got', 'message', 'ignoring', 'yes', 'wa', 'shopping']"
ham,"['dear', 'mood', 'cant', 'drive', 'brother', 'drive']"
ham,"['dad', 'get', 'back']"
ham,"['tell', 'shola', 'please', 'go', 'college', 'medicine', 'visit', 'academic', 'department', 'tell', 'academic', 'secretary', 'current', 'situation', 'ask', 'transfer', 'ask', 'someone', 'check', 'sagamu', 'thing', 'lautech', 'vital', 'completes', 'medical', 'education', 'nigeria', 'le', 'expensive', 'much', 'le', 'expensive', 'unless', 'getting', 'citizen', 'rate', 'new', 'zealand']"
ham,"['yes', 'finished', 'watching', 'day', 'life', 'love']"
ham,"['juz', 'go', 'google', 'n', 'search', 'qet']"
ham,"['many', 'time', 'lose', 'best', 'one', 'bcoz']"
ham,"['good', 'friend', 'care', 'close', 'friend', 'understand', 'true', 'friend', 'stay', 'forever', 'beyond', 'word', 'beyond', 'time', 'gud', 'ni']"
ham,"['getting', 'back', 'home']"
ham,"['sorry', 'ill', 'call', 'later', 'ltgt', 'min']"
ham,"['dun', 'need', 'use', 'dial', 'juz', 'open', 'da', 'browser', 'n', 'surf']"
spam,"['one', 'registered', 'subscriber', 'u', 'enter', 'draw', 'gb', 'gift', 'voucher', 'replying', 'enter', 'unsubscribe', 'text', 'stop']"
ham,"['awesome', 'plan', 'get', 'time', 'like', 'ltgt', 'ill', 'text', 'detail', 'wee', 'bit']"
ham,"['take', 'care', 'sleep', 'wellyou', 'need', 'learn', 'change', 'lifeyou', 'need', 'get', 'convinced', 'thati', 'wait', 'conversation', 'usget', 'convinced', 'timeyour', 'family', 'many', 'sensesrespect', 'overemphasiseor', 'u', 'role', 'life']"
spam,"['chance', 'win', 'free', 'bluetooth', 'headset', 'simply', 'reply', 'back', 'adp']"
ham,"['also', 'didnt', 'get', 'na', 'hi', 'hi', 'hi', 'hi', 'hi']"
ham,"['ya', 'cant', 'display', 'internal', 'sub', 'gotta', 'extract']"
ham,"['said', 'anything', 'wrong', 'sorry', 'de']"
ham,"['sad', 'story', 'man', 'last', 'week', 'wa', 'bday', 'wife', 'didnt', 'wish', 'parent', 'forgot', 'n', 'kid', 'went', 'work', 'even', 'colleague', 'wish']"
ham,"['stupid', 'say', 'challenge', 'godyou', 'dont', 'think', 'write', 'instead', 'respond', 'immed']"
ham,"['yeah', 'able', 'ill', 'text', 'im', 'ready', 'meet']"
ham,"['v', 'skint', 'fancied', 'bevieswaz', 'gona', 'go', 'meet', 'othrs', 'spoon', 'jst', 'bin', 'watchng', 'planet', 'earthsofa', 'v', 'comfey', 'dont', 'make', 'hav', 'gd', 'night']"
ham,"['say', 'quitting', 'leasttimes', 'day', 'wudnt', 'take', 'much', 'notice', 'nah', 'didnt', 'mind', 'gonna', 'see', 'want', 'come', 'taunton', 'tonight', 'u', 'tell']"
ham,"['get', 'free', 'call']"
ham,"['little', 'darling', 'far', 'week', 'need', 'coffee', 'run', 'tomocant', 'believe', 'time', 'week', 'already']"
ham,"['ok', 'msg', 'u', 'b', 'leave', 'house']"
ham,"['still', 'west', 'coast', 'haiz', 'take', 'forever', 'come', 'back']"
ham,"['mmm', 'fuck', 'merry', 'christmas']"
ham,"['alright', 'thanks', 'advice', 'enjoy', 'night', 'ima', 'try', 'get', 'sleep']"
ham,"['update', 'face', 'book', 'status', 'frequently']"
ham,"['saw', 'messageit', 'k', 'da']"
ham,"['wa', 'something', 'u', 'ate']"
ham,"['bank', 'say', 'money']"
ham,"['aiyar', 'dun', 'disturb', 'u', 'liao', 'thk', 'u', 'lot', 'aft', 'ur', 'cupboard', 'come']"
ham,"['hey', 'r', 'watching', 'movie', 'tonight', 'ill', 'prob', 'b', 'home', 'early']"
ham,"['yar', 'lor', 'u', 'noe', 'u', 'used', 'dat', 'route']"
ham,"['mro', 'coming', 'gym', 'machan', 'goodnight']"
ham,"['dont', 'think', 'need', 'yellow', 'card', 'uk', 'travel', 'ask', 'someone', 'ha', 'gone', 'ltgt', 'buck']"
ham,"['u', 'look', 'da', 'lib', 'got', 'stuff', 'havent', 'finish', 'yet']"
ham,"['sound', 'great', 'im', 'going', 'sleep', 'good', 'night']"
spam,"['dont', 'b', 'floppy', 'b', 'snappy', 'happy', 'gay', 'chat', 'service', 'photo', 'upload', 'call', 'pmin', 'stop', 'text', 'call']"
ham,"['housemaid', 'murderer', 'coz', 'man', 'wa', 'murdered', 'ltgt', 'th', 'january', 'public', 'holiday', 'govtinstituitions', 'closedincluding', 'post', 'officeunderstand']"
ham,"['come', 'u', 'got', 'nothing']"
ham,"['nothing', 'ever', 'easy', 'dont', 'looking', 'reason', 'take', 'risk', 'life', 'love']"
ham,"['want', 'grasp', 'pretty', 'booty']"
ham,"['ive', 'got', 'tea', 'sure', 'flavour']"
ham,"['im', 'going', 'orchard', 'laready', 'reaching', 'soon', 'u', 'reaching']"
ham,"['dear', 'denying', 'word', 'please']"
ham,"['know', 'old', 'dom', 'told', 'yesterday', 'name', 'roger', 'got', 'touch', 'last', 'night', 'want', 'meet', 'today', 'pm']"
ham,"['come', 'back', 'tampa', 'ffffuuuuuuu']"
ham,"['celebrate', 'bday', 'else']"
ham,"['merry', 'christmas', 'u', 'annie']"
ham,"['please', 'tell', 'special', 'stock', 'talking']"
ham,"['sent', 'like']"
spam,"['urgent', 'ur', 'awarded', 'complimentary', 'trip', 'eurodisinc', 'trav', 'acoentry', 'claim', 'txt', 'dis', 'morefrmmob', 'shracomorsglsuplt', 'l', 'aj']"
ham,"['awesome', 'minute']"
ham,"['problem', 'walk', 'around', 'julianaland', 'oblivious', 'going', 'around', 'say', 'thing', 'constantly', 'go', 'one', 'ear', 'go', 'whatever', 'want', 'dont', 'know', 'im', 'upsetits', 'dont', 'listen', 'tell', 'going', 'upset', 'want', 'surprised', 'im', 'mad']"
ham,"['ive', 'told', 'everything', 'stop', 'dont', 'let', 'get', 'dehydrated']"
ham,"['guess', 'ltgt', 'min']"
ham,"['im', 'home', 'ard', 'wat', 'time', 'u', 'reach']"
ham,"['storming', 'msg', 'wen', 'u', 'lift', 'phne', 'u', 'say', 'hello', 'u', 'knw', 'wt', 'real', 'meaning', 'hello', 'name', 'girl', 'yes', 'u', 'knw', 'dat', 'girl', 'margaret', 'hello', 'girlfrnd', 'f', 'grahmbell', 'invnted', 'telphone', 'moralone', 'get', 'name', 'person']"
ham,"['want', 'mapquest', 'something', 'look', 'usf', 'dogwood', 'drive']"
ham,"['aight', 'plan', 'come', 'later', 'tonight']"
ham,"['die', 'accidentally', 'deleted', 'e', 'msg', 'suppose', 'put', 'e', 'sim', 'archive', 'haiz', 'sad']"
spam,"['welcome', 'ukmobiledate', 'msg', 'free', 'giving', 'free', 'calling', 'future', 'mg', 'billed', 'p', 'daily', 'cancel', 'send', 'go', 'stop']"
ham,"['wishing', 'great', 'day', 'moji', 'told', 'offer', 'always', 'wa', 'speechless', 'offer', 'easily', 'go', 'great', 'length', 'behalf', 'stunning', 'exam', 'next', 'friday', 'keep', 'touch', 'sorry']"
ham,"['thanks', 'reply', 'today', 'ur', 'visa', 'coming', 'r', 'u', 'still', 'buying', 'gucci', 'bag', 'sister', 'thing', 'easy', 'uncle', 'john', 'also', 'ha', 'bill', 'really', 'need', 'think', 'make', 'money', 'later', 'sha']"
ham,"['sorry', 'flaked', 'last', 'night', 'shit', 'seriously', 'goin', 'roommate', 'tonight']"
ham,"['said', 'look', 'pretty', 'wif', 'long', 'hair', 'wat', 'thk', 'cutting', 'quite', 'short', 'leh']"
ham,"['ranjith', 'cal', 'drpd', 'deeraj', 'deepak', 'min', 'hold']"
ham,"['cheer', 'callin', 'babesozi', 'culdnt', 'talkbut', 'wannatell', 'u', 'detail', 'later', 'wenwecan', 'chat', 'properly', 'x']"
ham,"['hey', 'u', 'still', 'gym']"
ham,"['said', 'u', 'mind', 'go', 'bedroom', 'minute', 'ok', 'sed', 'sexy', 'mood', 'came', 'minuts', 'latr', 'wid', 'caken', 'wife']"
ham,"['much', 'better', 'thanks', 'lol']"
ham,"['nothing', 'smsing', 'u', 'n', 'xy', 'lor', 'sorry', 'lor', 'da', 'guy', 'neva', 'c', 'u', 'person', 'sort', 'know', 'u', 'lor', 'u', 'wan', 'meet', 'xy', 'ask', 'bring', 'u', 'along', 'next', 'meeting']"
ham,"['lemme', 'know', 'swing', 'pick', 'im', 'free', 'basically', 'time', 'semester']"
ham,"['wa', 'u', 'efficient', 'gee', 'thanx']"
spam,"['received', 'mobile', 'content', 'enjoy']"
ham,"['able', 'sleep']"
spam,"['want', 'explicit', 'sex', 'sec', 'ring', 'cost', 'pmin']"
ham,"['meet', 'soon', 'princess', 'ttyl']"
ham,"['ill', 'pick', 'pm', 'go', 'taunton', 'still', 'want', 'come']"
ham,"['oh', 'outside', 'player', 'allowed', 'play', 'know']"
ham,"['anything', 'lor']"
ham,"['erutupalam', 'thandiyachu']"
ham,"['cant', 'u', 'try', 'new', 'invention', 'flyim', 'joking']"
ham,"['noits', 'ful', 'song', 'lyric']"
ham,"['u', 'reckon', 'need', 'arrange', 'transport', 'u', 'cant', 'thanks']"
ham,"['true', 'lov', 'n', 'care', 'wil', 'nevr', 'go', 'unrecognized', 'though', 'somone', 'often', 'make', 'mistake', 'valuing', 'definitly', 'undrstnd', 'start', 'missing']"
ham,"['shopping', 'eh', 'ger', 'toking', 'abt', 'syd', 'lehhaha']"
ham,['standing']
ham,"['good', 'weekend']"
ham,"['miss', 'call', 'miss', 'call', 'khelate', 'kintu', 'opponenter', 'miss', 'call', 'dhorte', 'lage', 'thats', 'rule', 'one', 'great', 'phone', 'receiving', 'quality', 'win']"
ham,"['call', 'get', 'chance', 'plz', 'lt']"
ham,"['new', 'deus', 'ex', 'game', 'comin', 'early', 'next', 'yr']"
ham,"['computer', 'fried', 'essential', 'part', 'dont', 'keep', 'spare', 'fucking', 'idiot', 'roommate', 'looovvve', 'leaving', 'thing', 'running', 'full', 'ltgt']"
ham,"['friend', 'shes', 'studying', 'warwick', 'weve', 'planned', 'go', 'shopping', 'concert', 'tmw', 'may', 'canceled', 'havnt', 'seen', 'age', 'yeah', 'get', 'together', 'sometime']"
ham,"['probably', 'couple', 'hour', 'top']"
ham,"['lol', 'grin', 'im', 'babe', 'thanks', 'thinking']"
ham,"['man', 'bus', 'slow', 'think', 'youre', 'gonna', 'get']"
ham,"['hope', 'text', 'meet', 'smiling', 'let', 'text', 'give', 'reason', 'smile', 'beautiful', 'day']"
ham,"['case', 'wake', 'wondering', 'forgot', 'take', 'care', 'something', 'grandma', 'today', 'done', 'parade']"
ham,['ok']
spam,"['latest', 'nokia', 'mobile', 'ipod', 'mp', 'player', 'proze', 'guaranteed', 'reply', 'win', 'norcorp', 'ltdmtmsgrcvd']"
spam,"['sm', 'service', 'inclusive', 'text', 'credit', 'pls', 'goto', 'wwwcomuknet', 'login', 'qxj', 'unsubscribe', 'stop', 'extra', 'charge', 'help', 'comuk', 'cm', 'ae']"
ham,"['nvm', 'take', 'ur', 'time']"
ham,"['wats', 'da', 'decision']"
ham,"['wot', 'u', 'bitch']"
ham,"['stupidits', 'possible']"
ham,"['told', 'hr', 'want', 'posting', 'chennaibecause', 'im', 'working']"
spam,"['mobile', 'club', 'choose', 'top', 'quality', 'item', 'mobile', 'cfcaa']"
ham,"['guy', 'leaving']"
ham,"['neva', 'grumble', 'sad', 'lor', 'hee', 'buy', 'tmr', 'lor', 'aft', 'lunch', 'still', 'meetin', 'lunch', 'tmr', 'neva', 'hear', 'fr', 'lei', 'got', 'lot', 'work', 'ar']"
ham,"['able', 'anything']"
ham,"['takin', 'linear', 'algebra', 'today']"
ham,"['weekend', 'fine', 'excuse', 'much', 'decorating']"
ham,"['sorry', 'missed', 'babe', 'wa', 'late', 'slept', 'hope', 'enjoy', 'driving', 'lesson', 'boytoy', 'miss', 'teasing', 'kiss']"
ham,"['project', 'pa', 'come']"
spam,"['money', 'wining', 'number', 'wot', 'next']"
ham,"['sure', 'whenever', 'show', 'fuck', 'gt']"
ham,"['wa', 'random', 'saw', 'old', 'roomate', 'campus', 'graduated']"
spam,"['congrats', 'mobile', 'g', 'videophones', 'r', 'call', 'videochat', 'wid', 'ur', 'mate', 'play', 'java', 'game', 'dload', 'polyh', 'music', 'noline', 'rentl', 'bx', 'ip', 'pm']"
ham,"['men', 'always', 'need', 'beautiful', 'intelligent', 'caring', 'loving', 'adjustable', 'cooperative', 'wife', 'law', 'allows', 'one', 'wife']"
ham,"['suck', 'got', 'planned', 'yo', 'valentine', 'yo', 'valentine', 'arent']"
ham,"['got', 'part', 'nottingham', 'hr', 'mile', 'good', 'thing', 'love', 'man', 'much', 'mph', 'hey', 'ho']"
ham,"['think', 'one', 'saying', 'clearly', 'ok', 'leave', 'need', 'ask', 'go', 'come']"
ham,"['hi', 'good', 'mornin', 'thanku', 'wish', 'u']"
ham,"['u', 'want', 'meet', 'morro']"
